,0
0,0.19504128
1,0.010115437
2,0.024885071
3,0.11429511
4,0.33410692
5,0.0053873695
6,0.18412445
7,0.26283416
8,0.023047183
9,0.092289105
10,0.03581272
11,0.010328552
12,0.05867284
13,0.018633652
14,0.10121359
15,0.03193614
16,0.012872089
17,0.028545
18,0.0047484594
19,0.32856727
20,0.009144455
21,0.7537162
22,0.6729606
23,0.15154557
24,0.024227342
25,0.155732
26,0.021487404
27,0.607339
28,0.009502838
29,0.2727607
30,0.10623162
31,0.03717959
32,0.025935754
33,0.014640481
34,0.68812674
35,0.7599694
36,0.016862627
37,0.0418038
38,0.0076598376
39,0.06418324
40,0.014196923
41,0.09443244
42,0.036283128
43,0.14878452
44,0.5302998
45,0.02381608
46,0.029381743
47,0.016980525
48,0.5154724
49,0.21865709
50,0.8218587
51,0.052319515
52,0.86988544
53,0.05112667
54,0.2247814
55,0.9165007
56,0.03776749
57,0.1170708
58,0.003866099
59,0.31375852
60,0.013502772
61,0.2264516
62,0.02557294
63,0.5197723
64,0.0070431996
65,0.0077999975
66,0.802296
67,0.79126024
68,0.08724251
69,0.103277
70,0.20923775
71,0.045294303
72,0.052603185
73,0.76482576
74,0.27978072
75,0.04824286
76,0.008501988
77,0.02856046
78,0.054547608
79,0.027859673
80,0.03476947
81,0.037445158
82,0.8977914
83,0.08977695
84,0.011859774
85,0.19543713
86,0.6709963
87,0.9515026
88,0.02563381
89,0.1712597
90,0.008881117
91,0.82696736
92,0.056161303
93,0.8977763
94,0.0053516002
95,0.0071711596
96,0.02389534
97,0.026151272
98,0.6070904
99,0.2867847
100,0.01752134
101,0.25457245
102,0.08436109
103,0.39998597
104,0.006688623
105,0.03763018
106,0.6134074
107,0.0142496405
108,0.71769106
109,0.37363195
110,0.81849915
111,0.019631
112,0.2645642
113,0.37240338
114,0.040075075
115,0.035776157
116,0.044607818
117,0.37459865
118,0.23931196
119,0.59799576
120,0.15505315
121,0.009753424
122,0.025139417
123,0.14956762
124,0.5047388
125,0.35878968
126,0.6776168
127,0.19501877
128,0.6197192
129,0.34590414
130,0.025610643
131,0.0138078965
132,0.7324339
133,0.06831703
134,0.4034895
135,0.02607187
136,0.014918889
137,0.20556591
138,0.18623923
139,0.018758161
140,0.7950847
141,0.012649819
142,0.55005354
143,0.0038150125
144,0.054673772
145,0.24950205
146,0.0102866795
147,0.018625118
148,0.29093102
149,0.051098596
150,0.026259737
151,0.24829791
152,0.066744395
153,0.21990977
154,0.9387688
