,0
0,0.005489345
1,0.0076699494
2,0.021695547
3,0.019610114
4,0.028590845
5,0.0064257584
6,0.010509591
7,0.0101845
8,0.0055815633
9,0.037649516
10,0.42650995
11,0.013172358
12,0.014623255
13,0.0049647745
14,0.0054337573
15,0.019066853
16,0.014712734
17,0.011703329
18,0.027615715
19,0.41927284
20,0.01353143
21,0.35051438
22,0.7813626
23,0.023578772
24,0.03534694
25,0.0060314033
26,0.011935423
27,0.99011236
28,0.032744832
29,0.97891563
30,0.019644134
31,0.03557637
32,0.012409377
33,0.9087182
34,0.5677169
35,0.94839853
36,0.0072399094
37,0.014435819
38,0.019032974
39,0.5238686
40,0.0053496235
41,0.92526287
42,0.014406778
43,0.006556033
44,0.9738313
45,0.022355983
46,0.006634397
47,0.0065960176
48,0.014980028
49,0.9145361
50,0.96114147
51,0.013361169
52,0.94144404
53,0.4319133
54,0.10913465
55,0.9939022
56,0.06173774
57,0.020831678
58,0.004901902
59,0.07657206
60,0.0036685383
61,0.21953629
62,0.010877602
63,0.22420073
64,0.008188437
65,0.006474437
66,0.95356905
67,0.9817493
68,0.008553662
69,0.025812661
70,0.011415745
71,0.018722832
72,0.08546721
73,0.2055754
74,0.035494525
75,0.043373246
76,0.009802891
77,0.009322596
78,0.092512086
79,0.015711067
80,0.09165443
81,0.0046415157
82,0.8668595
83,0.7593719
84,0.0063081025
85,0.07941869
86,0.028490001
87,0.2696082
88,0.009841479
89,0.009995152
90,0.010985192
91,0.99362564
92,0.024986139
93,0.48535073
94,0.055410337
95,0.008309965
96,0.081994645
97,0.008335203
98,0.20990668
99,0.79060555
100,0.005765249
101,0.11944964
102,0.008808124
103,0.025925549
104,0.013702231
105,0.0030710236
106,0.023303567
107,0.9101351
108,0.8776176
109,0.013294325
110,0.7774644
111,0.019405456
112,0.9348505
113,0.78064144
114,0.006707636
115,0.017660107
116,0.010578681
117,0.34816372
118,0.045645617
119,0.04119452
120,0.0036618346
121,0.022804167
122,0.06273397
123,0.07375169
124,0.02241713
125,0.0224465
126,0.005005093
127,0.024674075
128,0.0073782266
129,0.9947641
130,0.014425369
131,0.038327474
132,0.030643644
133,0.02027874
134,0.008964727
135,0.013231087
136,0.03153662
137,0.7821369
138,0.010765396
139,0.0059922156
140,0.87042564
141,0.014000394
142,0.0038374113
143,0.0055430783
144,0.010359847
145,0.38941753
146,0.053873897
147,0.0075449124
148,0.007442006
149,0.01275971
150,0.0044141854
151,0.0071961856
152,0.06759263
153,0.78671145
154,0.0770039
155,0.06264355
156,0.40873492
157,0.2445959
158,0.9634407
159,0.010560958
160,0.0067078904
161,0.011252118
162,0.016095744
163,0.0033498742
164,0.9812428
165,0.015250627
166,0.46161297
167,0.014069168
168,0.9673989
169,0.0751035
170,0.0070975805
171,0.06767004
172,0.046047337
173,0.123203084
174,0.94101375
175,0.039808445
176,0.23841551
177,0.037001137
178,0.041730214
179,0.9410589
180,0.012855123
181,0.0054958616
182,0.04273317
183,0.009097001
184,0.041051187
185,0.010391697
186,0.3836383
187,0.025297638
188,0.012991415
189,0.025430877
190,0.6392467
191,0.93685967
192,0.077274814
193,0.80458057
194,0.0050686863
195,0.02077893
196,0.007762854
197,0.024715545
198,0.009424993
199,0.012082222
200,0.8899742
201,0.16426083
202,0.030265354
203,0.09189694
204,0.91445464
205,0.026524479
206,0.0508309
207,0.01889642
208,0.0071939784
209,0.015486082
210,0.009223478
211,0.02855536
212,0.006445671
213,0.81517845
214,0.7724784
215,0.6549048
216,0.008034275
217,0.011988234
218,0.006734775
219,0.017537626
220,0.011747125
221,0.007027959
222,0.013976021
223,0.013170648
224,0.016427338
225,0.005234574
226,0.0358622
227,0.24334522
228,0.009159979
229,0.022664119
230,0.016138632
231,0.83519447
232,0.005179656
233,0.19146836
234,0.041198548
235,0.013805845
236,0.010806305
237,0.01624089
238,0.0088139875
239,0.0076388153
240,0.0113462135
241,0.9880676
242,0.09587158
243,0.010475579
244,0.6555791
245,0.007822648
246,0.9938127
247,0.26701766
248,0.011427702
249,0.2664887
250,0.013124587
251,0.014221257
252,0.9917482
253,0.008827728
254,0.013306841
255,0.0098115355
256,0.024082495
257,0.005207787
258,0.018444767
259,0.0063573234
260,0.97117144
261,0.028598923
262,0.011426475
263,0.010840239
264,0.04016889
265,0.39139897
266,0.73290074
267,0.0035466263
268,0.016664252
269,0.0468546
270,0.68438774
271,0.20636623
272,0.08401037
273,0.0030307786
274,0.012734052
275,0.008724906
276,0.020582639
277,0.0107879555
278,0.24576677
279,0.06294752
280,0.054830834
281,0.014916211
282,0.011812029
283,0.020950407
284,0.16234949
285,0.0041974396
286,0.01989183
287,0.005286963
288,0.63665015
289,0.93562514
290,0.18661647
291,0.0044434895
292,0.9089271
293,0.92344797
294,0.9220969
295,0.012103481
296,0.17920373
297,0.0045047496
298,0.9370651
299,0.0060921665
300,0.005163656
301,0.9830309
302,0.04187454
303,0.026687535
304,0.0061227465
305,0.007121594
306,0.9900803
307,0.09506073
308,0.008057097
309,0.01341427
310,0.0038712444
311,0.99344206
312,0.29117334
313,0.009696628
314,0.2642355
315,0.01888589
316,0.017237542
317,0.014018113
318,0.056038618
319,0.009604621
320,0.96317756
321,0.02636054
322,0.028422873
323,0.00620847
324,0.040715165
325,0.9081013
326,0.122254275
327,0.01435753
328,0.029083245
329,0.01960985
330,0.008576216
331,0.008001295
332,0.84852594
333,0.013391337
334,0.039491616
335,0.041858453
336,0.27038
337,0.0043842387
338,0.9949055
339,0.52477133
340,0.029407753
341,0.040684283
342,0.021203963
343,0.86751986
344,0.3374123
345,0.009894639
346,0.015194863
347,0.32309052
348,0.013256849
349,0.03197881
350,0.010452151
351,0.9946854
352,0.3281408
353,0.0073060836
354,0.5846361
355,0.01296266
356,0.031275634
357,0.1878
358,0.026462777
359,0.30823076
360,0.008627477
361,0.008632613
362,0.7173915
363,0.019475937
364,0.93242645
365,0.33435875
366,0.003753566
367,0.56855816
368,0.25299156
369,0.07394156
370,0.01288705
371,0.010096385
372,0.8712635
373,0.029263096
374,0.02889781
375,0.0047746445
376,0.015071015
377,0.012645718
378,0.037377432
379,0.0060848314
380,0.52183485
381,0.020025149
382,0.8840319
383,0.018686226
384,0.061329156
385,0.017319852
386,0.0064271004
387,0.0046803984
388,0.0045330925
389,0.014505413
390,0.78848904
391,0.018481739
392,0.02854936
393,0.0066209543
394,0.0056332024
395,0.0037545396
396,0.018549364
397,0.009266866
398,0.010078714
399,0.025061944
400,0.16903086
401,0.9157437
402,0.010764264
403,0.26754895
404,0.042845715
405,0.04022119
406,0.8383432
407,0.01717299
408,0.033057053
409,0.026443189
410,0.30325395
411,0.011148266
412,0.07446538
413,0.019116681
414,0.0042783143
415,0.0087485425
416,0.006665142
417,0.005888433
418,0.0071700965
419,0.1314375
420,0.018346824
