,0
0,0.0217549726556213
1,0.00017923623620669704
2,0.00420825747792173
3,0.11718208410351826
4,0.6490288948708096
5,0.00013565903715429486
6,0.7688245889434635
7,0.07597594159683627
8,0.199174099924152
9,0.0010217779864032754
10,0.2837491432751385
11,0.010870087031372211
12,0.11139853443165067
13,0.3520492432434641
14,0.08611858710536714
15,0.30268643639233767
16,0.04060440789535046
17,0.06444746999241556
18,3.583975085325824e-05
19,0.7988593240883524
20,0.011015498294918427
21,0.762213982784697
22,0.5877817680164952
23,0.09120585015556142
24,0.19472280022198654
25,0.15420399707825436
26,0.14119121229271703
27,0.7108645931134867
28,0.03111682603984519
29,0.46613747106871056
30,0.004841604977798122
31,0.27932637874510036
32,0.0023681511132763247
33,0.530072650896745
34,0.36669476376334714
35,0.8735471228169411
36,0.046668144506905436
37,0.07970828258221545
38,0.040907417316009546
39,0.014352767111947376
40,0.031640419833538824
41,0.6584480947385076
42,0.09414571550245839
43,0.15106257436739196
44,0.8553503333663702
45,0.4403008004358977
46,0.0013920508443519572
47,0.005125594192481032
48,0.4404213116264377
49,0.9557476328126506
50,0.9811688726528466
51,0.10839632703686684
52,0.8434783340482829
53,0.036798236905792814
54,0.887789075385612
55,0.8090020018404344
56,0.025318897109450032
57,0.07335990916276265
58,0.013962966792824832
59,0.4070150726750506
60,0.05257710070234488
61,0.3780568668939424
62,0.130931960991447
63,0.4773222404179866
64,0.05373763364523401
65,0.02811019171034386
66,0.9999993159261183
67,0.5809066908255359
68,0.00423068210976326
69,0.6866774062492877
70,0.35284995095279054
71,0.056655563832213596
72,0.03447807126174156
73,0.7675459092875695
74,0.16745251066925643
75,0.063887774660997
76,0.031613306732233566
77,0.06300267987063869
78,0.06022311320470445
79,0.267675147383283
80,0.27558872275723906
81,0.3187002011323099
82,0.6136987041034854
83,0.3234103272858914
84,0.6137911310532174
85,0.03435463247407573
86,0.1777718125952307
87,0.9994134248052322
88,0.018909247801261086
89,0.26090927953668763
90,0.010617495272267987
91,0.11265556852280496
92,0.08027135439100602
93,0.7611768102097729
94,0.03948914350914804
95,0.000554143484099845
96,0.308891810599699
97,0.04300237151687436
98,0.34407809530440514
